交易日期,品种,方向,入场时间(ET),出场时间(ET),入场价格,出场价格,止损价格,股数,风险仓,杠杆仓,仓位价值,ATR,ATR止损距离,风险点数,风险金额,杠杆倍数,佣金,盈亏,盈亏比例,R倍数,出场原因,交易前资金,交易后资金,是否交易日
2024-01-02,TQQQ,做空,09:35:00,15:55:00,49.06,48.13,49.14,2038,3131,2038,99984.28,1.60,0.08,0.08,250.00,4.00,1.02,1894.32,0.0758,11.65,End of Day,25000.00,26894.32,是
2024-01-03,TQQQ,做多,09:35:00,09:55:00,47.19,47.11,47.11,2279,3343,2279,107546.01,1.61,0.08,0.08,268.94,4.00,1.14,-184.44,-0.0069,-1.00,Stop Loss,26894.32,26709.88,是
2024-01-04,TQQQ,做多,09:35:00,09:40:00,46.10,46.02,46.02,2317,3433,2317,106813.70,1.56,0.08,0.08,267.10,4.00,1.16,-181.39,-0.0068,-1.00,Stop Loss,26709.88,26528.50,是
2024-01-05,TQQQ,做多,09:35:00,09:40:00,46.17,46.09,46.09,2298,3528,2298,106098.66,1.50,0.08,0.08,265.28,4.00,1.15,-173.91,-0.0066,-1.00,Stop Loss,26528.50,26354.59,是
2024-01-08,TQQQ,做多,09:35:00,15:55:00,46.66,48.81,46.58,2259,3230,2259,105404.94,1.63,0.08,0.08,263.55,4.00,1.13,4855.72,0.1842,26.36,End of Day,26354.59,31210.31,是
2024-01-09,TQQQ,做多,09:35:00,09:40:00,48.05,47.97,47.97,2598,3757,2598,124833.90,1.66,0.08,0.08,312.10,4.00,1.30,-217.12,-0.0070,-1.00,Stop Loss,31210.31,30993.19,是
2024-01-10,TQQQ,做多,09:35:00,09:45:00,49.32,49.23,49.23,2513,3606,2513,123941.16,1.72,0.09,0.09,309.93,4.00,1.26,-217.20,-0.0070,-1.00,Stop Loss,30993.19,30775.99,是
2024-01-11,TQQQ,做多,09:35:00,09:40:00,50.72,50.63,50.63,2427,3617,2427,123097.44,1.70,0.09,0.09,307.76,4.00,1.21,-207.68,-0.0067,-1.00,Stop Loss,30775.99,30568.31,是
2024-01-12,TQQQ,做空,09:35:00,09:40:00,50.53,50.61,50.61,2419,3694,2419,122232.07,1.65,0.08,0.08,305.68,4.00,1.21,-201.38,-0.0066,-1.00,Stop Loss,30568.31,30366.93,是
2024-01-16,TQQQ,做多,09:35:00,09:40:00,49.96,49.88,49.88,2431,3625,2431,121452.76,1.67,0.08,0.08,303.67,4.00,1.22,-204.81,-0.0067,-1.00,Stop Loss,30366.93,30162.12,是
2024-01-17,TQQQ,做空,09:35:00,09:40:00,48.50,48.59,48.59,2487,3408,2487,120619.50,1.77,0.09,0.09,301.62,4.00,1.24,-221.34,-0.0073,-1.00,Stop Loss,30162.12,29940.78,是
2024-01-18,TQQQ,做多,09:35:00,09:45:00,50.90,50.81,50.81,2352,3173,2352,119716.80,1.89,0.09,0.09,299.41,4.00,1.18,-223.10,-0.0075,-1.00,Stop Loss,29940.78,29717.67,是
2024-01-22,TQQQ,做多,09:35:00,09:40:00,55.82,55.72,55.72,2129,2908,2129,118840.78,2.04,0.10,0.10,297.18,4.00,1.06,-218.60,-0.0074,-1.00,Stop Loss,29717.67,29499.07,是
2024-01-23,TQQQ,做空,09:35:00,09:40:00,54.38,54.47,54.47,2169,3132,2169,117950.22,1.88,0.09,0.09,294.99,4.00,1.08,-205.36,-0.0070,-1.00,Stop Loss,29499.07,29293.71,是
2024-01-24,TQQQ,做空,09:35:00,09:45:00,56.64,56.74,56.74,2068,3016,2068,117131.52,1.94,0.10,0.10,292.94,4.00,1.03,-201.85,-0.0069,-1.00,Stop Loss,29293.71,29091.86,是
2024-01-25,TQQQ,做空,09:35:00,10:20:00,57.08,57.18,57.18,2038,2913,2038,116329.04,2.00,0.10,0.10,290.92,4.00,1.02,-204.53,-0.0070,-1.00,Stop Loss,29091.86,28887.33,是
2024-01-26,TQQQ,做多,09:35:00,09:40:00,55.76,55.66,55.66,2072,2912,2072,115534.72,1.98,0.10,0.10,288.87,4.00,1.04,-206.53,-0.0071,-1.00,Stop Loss,28887.33,28680.80,是
2024-01-29,TQQQ,做多,09:35:00,10:00:00,55.66,55.56,55.56,2061,3007,2061,114715.26,1.91,0.10,0.10,286.81,4.00,1.03,-197.56,-0.0069,-1.00,Stop Loss,28680.80,28483.24,是
2024-01-30,TQQQ,做多,09:35:00,10:00:00,56.75,56.66,56.66,2007,3018,2007,113897.25,1.89,0.09,0.09,284.83,4.00,1.00,-190.38,-0.0067,-1.00,Stop Loss,28483.24,28292.86,是
2024-01-31,TQQQ,做多,09:35:00,09:40:00,54.35,54.25,54.25,2082,2809,2082,113156.70,2.01,0.10,0.10,282.93,4.00,1.04,-210.73,-0.0074,-1.00,Stop Loss,28292.86,28082.13,是
2024-02-01,TQQQ,做多,09:35:00,09:40:00,53.54,53.44,53.44,2098,2845,2098,112326.92,1.97,0.10,0.10,280.82,4.00,1.05,-208.08,-0.0074,-1.00,Stop Loss,28082.13,27874.05,是
2024-02-02,TQQQ,做多,09:35:00,15:55:00,55.25,57.26,55.14,2018,2632,2018,111494.50,2.12,0.11,0.11,278.74,4.00,1.01,4055.17,0.1455,18.98,End of Day,27874.05,31929.22,是
2024-02-05,TQQQ,做多,09:35:00,09:40:00,57.29,57.18,57.18,2229,2988,2229,127699.41,2.14,0.11,0.11,319.29,4.00,1.11,-239.30,-0.0075,-1.00,Stop Loss,31929.22,31689.93,是
2024-02-06,TQQQ,做空,09:35:00,15:55:00,57.28,56.62,57.39,2212,3010,2212,126703.36,2.10,0.11,0.11,316.90,4.00,1.11,1458.81,0.0460,6.27,End of Day,31689.93,33148.74,是
2024-02-07,TQQQ,做空,09:35:00,09:45:00,57.47,57.57,57.57,2307,3175,2307,132583.29,2.09,0.10,0.10,331.49,4.00,1.15,-241.99,-0.0073,-1.00,Stop Loss,33148.74,32906.75,是
2024-02-08,TQQQ,做空,09:35:00,09:40:00,58.22,58.32,58.32,2260,3406,2260,131577.20,1.93,0.10,0.10,329.07,4.00,1.13,-219.46,-0.0067,-1.00,Stop Loss,32906.75,32687.29,是
2024-02-09,TQQQ,做空,09:35:00,09:45:00,58.92,59.02,59.02,2219,3307,2219,130743.48,1.98,0.10,0.10,326.87,4.00,1.11,-220.39,-0.0067,-1.00,Stop Loss,32687.29,32466.90,是
2024-02-12,TQQQ,做多,09:35:00,09:40:00,60.38,60.28,60.28,2150,3207,2150,129817.00,2.02,0.10,0.10,324.67,4.00,1.07,-218.69,-0.0067,-1.00,Stop Loss,32466.90,32248.21,是
2024-02-13,TQQQ,做空,09:35:00,09:40:00,56.23,56.34,56.34,2294,3015,2294,128991.62,2.14,0.11,0.11,322.48,4.00,1.15,-246.44,-0.0076,-1.00,Stop Loss,32248.21,32001.77,是
2024-02-14,TQQQ,做空,09:35:00,10:00:00,57.80,57.91,57.91,2214,2991,2214,127969.20,2.14,0.11,0.11,320.02,4.00,1.11,-237.93,-0.0074,-1.00,Stop Loss,32001.77,31763.84,是
2024-02-15,TQQQ,做空,09:35:00,13:05:00,58.65,58.76,58.76,2166,2946,2166,127035.90,2.16,0.11,0.11,317.64,4.00,1.08,-234.55,-0.0074,-1.00,Stop Loss,31763.84,31529.30,是
2024-02-16,TQQQ,做空,09:35:00,15:55:00,58.98,57.40,59.09,2138,2902,2138,126099.24,2.17,0.11,0.11,315.29,4.00,1.07,3376.97,0.1071,14.54,End of Day,31529.30,34906.27,是
2024-02-20,TQQQ,做多,09:35:00,09:40:00,56.78,56.67,56.67,2459,3078,2459,139622.02,2.27,0.11,0.11,349.06,4.00,1.23,-280.06,-0.0080,-1.00,Stop Loss,34906.27,34626.20,是
2024-02-21,TQQQ,做多,09:35:00,09:40:00,55.04,54.93,54.93,2516,3162,2516,138480.64,2.19,0.11,0.11,346.26,4.00,1.26,-276.76,-0.0080,-1.00,Stop Loss,34626.20,34349.44,是
2024-02-22,TQQQ,做空,09:35:00,09:40:00,58.54,58.66,58.66,2347,2838,2347,137393.38,2.42,0.12,0.12,343.49,4.00,1.17,-285.16,-0.0083,-1.00,Stop Loss,34349.44,34064.28,是
2024-02-23,TQQQ,做多,09:35:00,09:40:00,61.13,61.01,61.01,2228,2915,2228,136197.64,2.34,0.12,0.12,340.64,4.00,1.11,-261.47,-0.0077,-1.00,Stop Loss,34064.28,33802.81,是
2024-02-26,TQQQ,做空,09:35:00,09:40:00,59.94,60.05,60.05,2255,2975,2255,135164.70,2.27,0.11,0.11,338.03,4.00,1.13,-257.31,-0.0076,-1.00,Stop Loss,33802.81,33545.50,是
2024-02-27,TQQQ,做空,09:35:00,10:15:00,59.91,60.02,60.02,2239,3026,2239,134138.49,2.22,0.11,0.11,335.46,4.00,1.12,-249.25,-0.0074,-1.00,Stop Loss,33545.50,33296.25,是
2024-02-28,TQQQ,做多,09:35:00,09:40:00,59.05,58.94,58.94,2255,3068,2255,133157.75,2.17,0.11,0.11,332.96,4.00,1.13,-245.79,-0.0074,-1.00,Stop Loss,33296.25,33050.46,是
2024-02-29,TQQQ,做多,09:35:00,09:40:00,60.38,60.27,60.27,2189,2930,2189,132171.82,2.26,0.11,0.11,330.50,4.00,1.09,-247.98,-0.0075,-1.00,Stop Loss,33050.46,32802.47,是
2024-03-01,TQQQ,做多,09:35:00,09:40:00,61.13,61.01,61.01,2146,2815,2146,131184.98,2.33,0.12,0.12,328.02,4.00,1.07,-251.08,-0.0077,-1.00,Stop Loss,32802.47,32551.39,是
2024-03-04,TQQQ,做空,09:35:00,09:40:00,62.87,62.98,62.98,2071,2872,2071,130203.77,2.27,0.11,0.11,325.51,4.00,1.04,-235.72,-0.0072,-1.00,Stop Loss,32551.39,32315.67,是
2024-03-05,TQQQ,做空,09:35:00,09:40:00,60.49,60.60,60.60,2136,2831,2136,129206.64,2.28,0.11,0.11,323.16,4.00,1.07,-244.88,-0.0076,-1.00,Stop Loss,32315.67,32070.79,是
2024-03-06,TQQQ,做空,09:35:00,09:45:00,60.65,60.77,60.77,2115,2775,2115,128274.75,2.31,0.12,0.12,320.71,4.00,1.06,-245.42,-0.0077,-1.00,Stop Loss,32070.79,31825.38,是
2024-03-07,TQQQ,做多,09:35:00,09:40:00,61.62,61.50,61.50,2065,2617,2065,127245.30,2.43,0.12,0.12,318.25,4.00,1.03,-252.08,-0.0079,-1.00,Stop Loss,31825.38,31573.30,是
2024-03-08,TQQQ,做多,09:35:00,09:40:00,63.19,63.06,63.06,1998,2435,1998,126253.62,2.59,0.13,0.13,315.73,4.00,1.00,-260.03,-0.0082,-1.00,Stop Loss,31573.30,31313.27,是
2024-03-11,TQQQ,做空,09:35:00,09:40:00,58.78,58.90,58.90,2130,2510,2130,125201.40,2.49,0.12,0.12,313.13,4.00,1.06,-266.78,-0.0085,-1.00,Stop Loss,31313.27,31046.49,是
2024-03-12,TQQQ,做空,09:35:00,09:55:00,59.83,59.96,59.96,2075,2431,2075,124147.25,2.55,0.13,0.13,310.46,4.00,1.04,-265.97,-0.0086,-1.00,Stop Loss,31046.49,30780.52,是
2024-03-13,TQQQ,做空,09:35:00,15:55:00,61.08,60.42,61.20,2015,2654,2015,123076.20,2.32,0.12,0.12,307.81,4.00,1.01,1328.89,0.0432,5.69,End of Day,30780.52,32109.41,是
2024-03-14,TQQQ,做多,09:35:00,09:40:00,60.88,60.76,60.76,2109,2742,2109,128395.92,2.34,0.12,0.12,321.09,4.00,1.05,-247.96,-0.0077,-1.00,Stop Loss,32109.41,31861.45,是
2024-03-15,TQQQ,做空,09:35:00,10:45:00,58.67,58.79,58.79,2172,2586,2172,127431.24,2.46,0.12,0.12,318.61,4.00,1.09,-268.63,-0.0084,-1.00,Stop Loss,31861.45,31592.82,是
2024-03-18,TQQQ,做多,09:35:00,09:55:00,60.20,60.07,60.07,2099,2435,2099,126359.80,2.59,0.13,0.13,315.93,4.00,1.05,-273.32,-0.0087,-1.00,Stop Loss,31592.82,31319.50,是
2024-03-19,TQQQ,做空,09:35:00,10:45:00,58.41,58.54,58.54,2144,2355,2144,125231.04,2.66,0.13,0.13,313.20,4.00,1.07,-286.15,-0.0091,-1.00,Stop Loss,31319.50,31033.36,是
2024-03-20,TQQQ,做空,09:35:00,14:00:00,59.93,60.06,60.06,2071,2309,2071,124115.03,2.69,0.13,0.13,310.33,4.00,1.04,-279.36,-0.0090,-1.00,Stop Loss,31033.36,30753.99,是
2024-03-21,TQQQ,做空,09:35:00,09:40:00,63.46,63.59,63.59,1938,2339,1938,122985.48,2.63,0.13,0.13,307.54,4.00,0.97,-255.68,-0.0083,-1.00,Stop Loss,30753.99,30498.32,是
2024-03-22,TQQQ,做空,09:35:00,09:40:00,62.12,62.25,62.25,1963,2302,1963,121941.56,2.65,0.13,0.13,304.98,4.00,0.98,-261.01,-0.0086,-1.00,Stop Loss,30498.32,30237.31,是
2024-03-25,TQQQ,做多,09:35:00,09:40:00,61.61,61.49,61.49,1963,2467,1963,120940.43,2.45,0.12,0.12,302.37,4.00,0.98,-241.52,-0.0080,-1.00,Stop Loss,30237.31,29995.79,是
2024-03-26,TQQQ,做多,09:35:00,09:40:00,62.82,62.70,62.70,1909,2497,1909,119923.38,2.40,0.12,0.12,299.96,4.00,0.95,-230.24,-0.0077,-1.00,Stop Loss,29995.79,29765.55,是
2024-03-27,TQQQ,做空,09:35:00,15:55:00,62.11,61.95,62.23,1916,2574,1916,119002.76,2.31,0.12,0.12,297.66,4.00,0.96,305.60,0.0103,1.38,End of Day,29765.55,30071.15,是
2024-03-28,TQQQ,做空,09:35:00,09:40:00,61.64,61.74,61.74,1951,2919,1951,120259.64,2.06,0.10,0.10,300.71,4.00,0.98,-201.93,-0.0067,-1.00,Stop Loss,30071.15,29869.22,是
2024-04-01,TQQQ,做多,09:35:00,10:15:00,62.43,62.33,62.33,1913,2861,1913,119428.59,2.09,0.10,0.10,298.69,4.00,0.96,-200.66,-0.0067,-1.00,Stop Loss,29869.22,29668.56,是
2024-04-02,TQQQ,做空,09:35:00,11:35:00,59.66,59.76,59.76,1989,2856,1989,118663.74,2.08,0.10,0.10,296.69,4.00,0.99,-207.57,-0.0070,-1.00,Stop Loss,29668.56,29461.00,是
2024-04-03,TQQQ,做多,09:35:00,09:40:00,59.69,59.59,59.59,1974,2823,1974,117828.06,2.09,0.10,0.10,294.61,4.00,0.99,-206.99,-0.0070,-1.00,Stop Loss,29461.00,29254.01,是
2024-04-04,TQQQ,做多,09:35:00,09:40:00,62.44,62.33,62.33,1874,2577,1874,117012.56,2.27,0.11,0.11,292.54,4.00,0.94,-213.64,-0.0073,-1.00,Stop Loss,29254.01,29040.37,是
2024-04-05,TQQQ,做空,09:35:00,09:40:00,58.30,58.42,58.42,1992,2521,1992,116133.60,2.30,0.12,0.12,290.40,4.00,1.00,-230.43,-0.0079,-1.00,Stop Loss,29040.37,28809.94,是
2024-04-08,TQQQ,做空,09:35:00,09:50:00,59.84,59.95,59.95,1925,2640,1925,115192.00,2.18,0.11,0.11,288.10,4.00,0.96,-210.99,-0.0073,-1.00,Stop Loss,28809.94,28598.95,是
2024-04-09,TQQQ,做空,09:35:00,09:40:00,60.44,60.55,60.55,1892,2615,1892,114352.48,2.19,0.11,0.11,285.99,4.00,0.95,-207.85,-0.0073,-1.00,Stop Loss,28598.95,28391.10,是
2024-04-10,TQQQ,做多,09:35:00,09:45:00,58.50,58.39,58.39,1941,2596,1941,113548.50,2.19,0.11,0.11,283.91,4.00,0.97,-213.23,-0.0075,-1.00,Stop Loss,28391.10,28177.86,是
2024-04-11,TQQQ,做多,09:35:00,09:40:00,59.64,59.53,59.53,1889,2484,1889,112659.96,2.27,0.11,0.11,281.78,4.00,0.94,-215.21,-0.0076,-1.00,Stop Loss,28177.86,27962.65,是
2024-04-12,TQQQ,做多,09:35:00,10:00:00,59.96,59.84,59.84,1865,2297,1865,111825.40,2.43,0.12,0.12,279.63,4.00,0.93,-227.93,-0.0082,-1.00,Stop Loss,27962.65,27734.72,是
2024-04-15,TQQQ,做空,09:35:00,09:40:00,59.56,59.69,59.69,1862,2081,1862,110900.72,2.66,0.13,0.13,277.35,4.00,0.93,-248.98,-0.0090,-1.00,Stop Loss,27734.72,27485.75,是
2024-04-16,TQQQ,做多,09:35:00,09:40:00,55.81,55.68,55.68,1969,2072,1969,109889.89,2.65,0.13,0.13,274.86,4.00,0.98,-262.16,-0.0095,-1.00,Stop Loss,27485.75,27223.59,是
2024-04-17,TQQQ,做空,09:35:00,15:55:00,56.26,53.70,56.40,1935,1984,1935,108863.10,2.74,0.14,0.14,272.24,4.00,0.97,4952.63,0.1819,18.66,End of Day,27223.59,32176.22,是
2024-04-18,TQQQ,做空,09:35:00,10:10:00,53.52,53.66,53.66,2272,2272,2404,121597.44,2.83,0.14,0.14,321.76,3.78,1.14,-322.79,-0.0100,-1.00,Stop Loss,32176.22,31853.44,是
2024-04-19,TQQQ,做空,09:35:00,09:40:00,52.08,52.23,52.23,2142,2142,2446,111555.36,2.97,0.15,0.15,318.53,3.50,1.07,-319.54,-0.0100,-1.00,Stop Loss,31853.44,31533.89,是
2024-04-22,TQQQ,做空,09:35:00,09:40:00,50.23,50.38,50.38,2137,2137,2511,107341.51,2.95,0.15,0.15,315.34,3.40,1.07,-316.28,-0.0100,-1.00,Stop Loss,31533.89,31217.62,是
2024-04-23,TQQQ,做空,09:35:00,09:40:00,51.60,51.75,51.75,2085,2085,2419,107586.00,2.99,0.15,0.15,312.18,3.45,1.04,-313.12,-0.0100,-1.00,Stop Loss,31217.62,30904.50,是
2024-04-24,TQQQ,做多,09:35:00,09:55:00,54.37,54.23,54.23,2211,2211,2273,120212.07,2.79,0.14,0.14,309.04,3.89,1.11,-310.01,-0.0100,-1.00,Stop Loss,30904.50,30594.48,是
2024-04-25,TQQQ,做空,09:35:00,09:40:00,50.53,50.67,50.67,2186,2186,2421,110458.58,2.80,0.14,0.14,305.94,3.61,1.09,-306.98,-0.0100,-1.00,Stop Loss,30594.48,30287.51,是
2024-04-26,TQQQ,做多,09:35:00,09:40:00,54.37,54.22,54.22,2075,2075,2228,112817.75,2.92,0.15,0.15,302.88,3.72,1.04,-303.84,-0.0100,-1.00,Stop Loss,30287.51,29983.67,是
2024-04-29,TQQQ,做多,09:35:00,09:40:00,56.22,56.08,56.08,2100,2100,2133,118062.00,2.85,0.14,0.14,299.84,3.94,1.05,-300.75,-0.0100,-1.00,Stop Loss,29983.67,29682.92,是
2024-04-30,TQQQ,做多,09:35:00,10:25:00,55.45,55.30,55.30,2042,2042,2141,113228.90,2.91,0.15,0.15,296.83,3.81,1.02,-297.84,-0.0100,-1.00,Stop Loss,29682.92,29385.08,是
2024-05-01,TQQQ,做空,09:35:00,09:40:00,52.03,52.18,52.18,2014,2014,2259,104788.42,2.92,0.15,0.15,293.85,3.57,1.01,-294.84,-0.0100,-1.00,Stop Loss,29385.08,29090.24,是
2024-05-02,TQQQ,做空,09:35:00,11:10:00,52.59,52.73,52.73,2040,2040,2212,107283.60,2.85,0.14,0.14,290.90,3.69,1.02,-291.79,-0.0100,-1.00,Stop Loss,29090.24,28798.45,是
2024-05-03,TQQQ,做空,09:35:00,09:40:00,56.15,56.29,56.29,2051,2083,2051,115163.65,2.76,0.14,0.14,287.98,4.00,1.03,-284.58,-0.0099,-1.00,Stop Loss,28798.45,28513.87,是
2024-05-06,TQQQ,做空,09:35:00,09:40:00,57.37,57.51,57.51,1988,2046,1988,114051.56,2.79,0.14,0.14,285.14,4.00,0.99,-278.04,-0.0098,-1.00,Stop Loss,28513.87,28235.84,是
2024-05-07,TQQQ,做多,09:35:00,09:40:00,58.87,58.74,58.74,1918,2150,1918,112912.66,2.63,0.13,0.13,282.36,4.00,0.96,-252.83,-0.0090,-1.00,Stop Loss,28235.84,27983.00,是
2024-05-08,TQQQ,做多,09:35:00,15:55:00,57.67,58.46,57.54,1940,2159,1940,111879.80,2.59,0.13,0.13,279.83,4.00,0.97,1531.63,0.0547,6.10,End of Day,27983.00,29514.63,是
2024-05-09,TQQQ,做空,09:35:00,10:35:00,58.43,58.55,58.55,2020,2453,2020,118028.60,2.41,0.12,0.12,295.15,4.00,1.01,-243.99,-0.0083,-1.00,Stop Loss,29514.63,29270.65,是
2024-05-10,TQQQ,做多,09:35:00,10:00:00,59.74,59.62,59.62,1959,2513,1959,117030.66,2.33,0.12,0.12,292.71,4.00,0.98,-229.13,-0.0078,-1.00,Stop Loss,29270.65,29041.51,是
2024-05-13,TQQQ,做空,09:35:00,10:15:00,59.54,59.65,59.65,1951,2630,1951,116162.54,2.21,0.11,0.11,290.42,4.00,0.98,-216.35,-0.0074,-1.00,Stop Loss,29041.51,28825.16,是
2024-05-14,TQQQ,做多,09:35:00,10:05:00,59.49,59.38,59.38,1938,2650,1938,115291.62,2.17,0.11,0.11,288.25,4.00,0.97,-211.73,-0.0073,-1.00,Stop Loss,28825.16,28613.43,是
2024-05-15,TQQQ,做多,09:35:00,09:40:00,61.81,61.70,61.70,1851,2653,1851,114410.31,2.16,0.11,0.11,286.13,4.00,0.93,-200.50,-0.0070,-1.00,Stop Loss,28613.43,28412.93,是
2024-05-16,TQQQ,做多,09:35:00,10:05:00,63.42,63.32,63.32,1792,2804,1792,113648.64,2.03,0.10,0.10,284.13,4.00,0.90,-182.46,-0.0064,-1.00,Stop Loss,28412.93,28230.47,是
2024-05-17,TQQQ,做空,09:35:00,09:40:00,62.99,63.09,63.09,1792,2799,1792,112878.08,2.02,0.10,0.10,282.30,4.00,0.90,-181.63,-0.0064,-1.00,Stop Loss,28230.47,28048.83,是
2024-05-20,TQQQ,做多,09:35:00,15:55:00,63.48,64.26,63.38,1767,2950,1767,112169.16,1.90,0.10,0.10,280.49,4.00,0.88,1377.38,0.0491,8.20,End of Day,28048.83,29426.21,是
2024-05-21,TQQQ,做多,09:35:00,09:40:00,63.67,63.58,63.58,1848,3375,1848,117662.16,1.74,0.09,0.09,294.26,4.00,0.92,-162.03,-0.0055,-1.00,Stop Loss,29426.21,29264.18,是
2024-05-22,TQQQ,做多,09:35:00,09:40:00,64.80,64.72,64.72,1806,3510,1806,117028.80,1.67,0.08,0.08,292.64,4.00,0.90,-151.45,-0.0052,-1.00,Stop Loss,29264.18,29112.74,是
2024-05-23,TQQQ,做空,09:35:00,15:55:00,66.05,63.57,66.13,1763,3474,1763,116446.15,1.68,0.08,0.08,291.13,4.00,0.88,4371.36,0.1502,29.60,End of Day,29112.74,33484.09,是
2024-05-24,TQQQ,做多,09:35:00,09:40:00,64.36,64.27,64.27,2081,3922,2081,133933.16,1.71,0.09,0.09,334.84,4.00,1.04,-178.67,-0.0053,-1.00,Stop Loss,33484.09,33305.43,是
2024-05-28,TQQQ,做空,09:35:00,10:45:00,65.76,65.85,65.85,2025,3845,2025,133164.00,1.73,0.09,0.09,333.05,4.00,1.01,-176.39,-0.0053,-1.00,Stop Loss,33305.43,33129.03,是
2024-05-29,TQQQ,做多,09:35:00,09:40:00,64.55,64.46,64.46,2052,3775,2052,132456.60,1.76,0.09,0.09,331.29,4.00,1.03,-181.09,-0.0055,-1.00,Stop Loss,33129.03,32947.94,是
2024-05-30,TQQQ,做空,09:35:00,09:40:00,63.78,63.87,63.87,2066,3545,2066,131769.48,1.86,0.09,0.09,329.48,4.00,1.03,-193.02,-0.0059,-1.00,Stop Loss,32947.94,32754.92,是
2024-05-31,TQQQ,做空,09:35:00,09:40:00,62.35,62.45,62.45,2101,3227,2101,130997.35,2.03,0.10,0.10,327.55,4.00,1.05,-214.30,-0.0065,-1.00,Stop Loss,32754.92,32540.62,是
2024-06-03,TQQQ,做多,09:35:00,09:50:00,63.78,63.67,63.67,2040,2975,2040,130111.20,2.19,0.11,0.11,325.41,4.00,1.02,-224.11,-0.0069,-1.00,Stop Loss,32540.62,32316.51,是
2024-06-04,TQQQ,做空,09:35:00,09:40:00,62.54,62.65,62.65,2066,2932,2066,129207.64,2.20,0.11,0.11,323.17,4.00,1.03,-228.74,-0.0071,-1.00,Stop Loss,32316.51,32087.77,是
2024-06-05,TQQQ,做空,09:35:00,09:45:00,64.96,65.07,65.07,1975,2823,1975,128296.00,2.27,0.11,0.11,320.88,4.00,0.99,-225.43,-0.0070,-1.00,Stop Loss,32087.77,31862.34,是
2024-06-07,TQQQ,做空,09:35:00,09:40:00,66.66,66.77,66.77,1911,2787,1911,127387.26,2.29,0.11,0.11,318.62,4.00,0.96,-219.42,-0.0069,-1.00,Stop Loss,31862.34,31642.92,是
2024-06-10,TQQQ,做多,09:35:00,09:40:00,66.84,66.73,66.73,1893,2768,1893,126528.12,2.29,0.11,0.11,316.43,4.00,0.95,-217.29,-0.0069,-1.00,Stop Loss,31642.92,31425.63,是
2024-06-11,TQQQ,做多,09:35:00,09:40:00,67.54,67.42,67.42,1861,2639,1861,125691.94,2.38,0.12,0.12,314.26,4.00,0.93,-222.52,-0.0071,-1.00,Stop Loss,31425.63,31203.11,是
2024-06-12,TQQQ,做多,09:35:00,15:55:00,71.38,71.98,71.25,1748,2460,1748,124772.24,2.54,0.13,0.13,312.03,4.00,0.87,1047.93,0.0336,4.73,End of Day,31203.11,32251.03,是
2024-06-13,TQQQ,做空,09:35:00,09:40:00,73.54,73.66,73.66,1754,2678,1754,128989.16,2.41,0.12,0.12,322.51,4.00,0.88,-212.05,-0.0066,-1.00,Stop Loss,32251.03,32038.99,是
2024-06-14,TQQQ,做多,09:35:00,11:45:00,73.03,72.91,72.91,1754,2729,1754,128094.62,2.35,0.12,0.12,320.39,4.00,0.88,-206.78,-0.0065,-1.00,Stop Loss,32038.99,31832.20,是
2024-06-17,TQQQ,做空,09:35:00,09:40:00,74.07,74.20,74.20,1719,2502,1719,127326.33,2.54,0.13,0.13,318.32,4.00,0.86,-219.54,-0.0069,-1.00,Stop Loss,31832.20,31612.66,是
2024-06-18,TQQQ,做多,09:35:00,09:40:00,77.01,76.89,76.89,1642,2535,1642,126450.42,2.49,0.12,0.12,316.13,4.00,0.82,-205.54,-0.0065,-1.00,Stop Loss,31612.66,31407.12,是
