交易日期,品种,方向,入场时间(ET),出场时间(ET),入场价格,出场价格,止损价格,股数,风险仓,杠杆仓,仓位价值,ATR,ATR止损距离,风险点数,风险金额,杠杆倍数,佣金,盈亏,盈亏比例,R倍数,出场原因,交易前资金,交易后资金,是否交易日
2024-12-06,TQQQ,做多,09:35:00,15:55:00,86.14,87.75,86.01,5663,9138,5663,487810.82,2.67,0.13,0.13,1219.61,4.00,2.83,9114.60,0.0747,12.06,End of Day,121961.37,131075.97,是
2024-12-09,TQQQ,做空,09:35:00,09:40:00,86.96,87.09,87.09,6029,9781,6029,524281.84,2.68,0.13,0.13,1310.76,4.00,3.01,-810.90,-0.0062,-1.00,Stop Loss,131075.97,130265.07,是
2024-12-10,TQQQ,做空,09:35:00,09:40:00,86.19,86.32,86.32,6045,9736,6045,521018.55,2.68,0.13,0.13,1302.65,4.00,3.02,-811.76,-0.0062,-1.00,Stop Loss,130265.07,129453.31,是
2024-12-11,TQQQ,做多,09:35:00,15:55:00,87.11,89.31,86.97,5944,9253,5944,517781.84,2.80,0.14,0.14,1294.53,4.00,2.97,13073.83,0.1010,15.73,End of Day,129453.31,142527.14,是
2024-12-12,TQQQ,做空,09:35:00,09:40:00,87.92,88.05,88.05,6484,10820,6484,570073.28,2.63,0.13,0.13,1425.27,4.00,3.24,-857.28,-0.0060,-1.00,Stop Loss,142527.14,141669.86,是
2024-12-13,TQQQ,做多,09:35:00,10:25:00,89.66,89.52,89.52,6320,10330,6320,566651.20,2.74,0.14,0.14,1416.70,4.00,3.16,-869.90,-0.0061,-1.00,Stop Loss,141669.86,140799.96,是
2024-12-16,TQQQ,做多,09:35:00,09:40:00,91.02,90.88,90.88,6187,9998,6187,563140.74,2.82,0.14,0.14,1408.00,4.00,3.09,-874.36,-0.0062,-1.00,Stop Loss,140799.96,139925.60,是
2024-12-17,TQQQ,做空,09:35:00,09:40:00,91.85,91.99,91.99,6093,9814,6093,559642.05,2.85,0.14,0.14,1399.26,4.00,3.05,-871.73,-0.0062,-1.00,Stop Loss,139925.60,139053.87,是
2024-12-18,TQQQ,做空,09:35:00,09:40:00,91.05,91.22,91.22,6108,8165,6108,556133.40,3.41,0.17,0.17,1390.54,4.00,3.05,-1043.16,-0.0075,-1.00,Stop Loss,139053.87,138010.71,是
2024-12-19,TQQQ,做空,09:35:00,15:55:00,84.25,80.94,84.43,6552,7862,6552,552006.00,3.51,0.18,0.18,1380.11,4.00,3.28,21683.84,0.1571,18.86,End of Day,138010.71,159694.55,是
2024-12-20,TQQQ,做空,09:35:00,09:40:00,79.01,79.20,79.20,8084,8370,8084,638716.84,3.82,0.19,0.19,1596.95,4.00,4.04,-1546.35,-0.0097,-1.00,Stop Loss,159694.55,158148.20,是
2024-12-23,TQQQ,做多,09:35:00,09:40:00,83.73,83.53,83.53,7555,8046,7555,632580.15,3.93,0.20,0.20,1581.48,4.00,3.78,-1488.60,-0.0094,-1.00,Stop Loss,158148.20,156659.60,是
2024-12-26,TQQQ,做多,09:35:00,09:45:00,87.87,87.67,87.67,7131,7766,7131,626600.97,4.03,0.20,0.20,1566.60,4.00,3.57,-1441.99,-0.0092,-1.00,Stop Loss,156659.60,155217.61,是
2024-12-27,TQQQ,做空,09:35:00,15:55:00,85.55,84.64,85.76,7232,7232,7257,618697.60,4.29,0.21,0.21,1552.18,3.99,3.62,6577.50,0.0424,4.24,End of Day,155217.61,161795.11,是
2024-12-30,TQQQ,做空,09:35:00,09:40:00,80.52,80.74,80.74,7231,7231,8037,582240.12,4.47,0.22,0.22,1617.95,3.60,3.62,-1621.55,-0.0100,-1.00,Stop Loss,161795.11,160173.56,是
2024-12-31,TQQQ,做多,09:35:00,09:40:00,81.87,81.64,81.64,7112,7112,7825,582259.44,4.50,0.23,0.23,1601.74,3.64,3.56,-1605.28,-0.0100,-1.00,Stop Loss,160173.56,158568.28,是
2025-01-02,TQQQ,做空,09:35:00,09:45:00,79.65,79.88,79.88,7019,7019,7963,559063.35,4.52,0.23,0.23,1585.68,3.53,3.51,-1589.05,-0.0100,-1.00,Stop Loss,158568.28,156979.23,是
2025-01-03,TQQQ,做多,09:35:00,09:50:00,80.40,80.17,80.17,6706,6706,7809,539162.40,4.68,0.23,0.23,1569.79,3.43,3.35,-1573.04,-0.0100,-1.00,Stop Loss,156979.23,155406.19,是
2025-01-06,TQQQ,做多,09:35:00,13:00:00,85.50,85.26,85.26,6520,6520,7270,557460.00,4.77,0.24,0.24,1554.06,3.59,3.26,-1557.12,-0.0100,-1.00,Stop Loss,155406.19,153849.07,是
2025-01-07,TQQQ,做空,09:35:00,09:45:00,85.23,85.47,85.47,6283,6283,7220,535500.09,4.90,0.24,0.24,1538.49,3.48,3.14,-1541.58,-0.0100,-1.00,Stop Loss,153849.07,152307.50,是
2025-01-08,TQQQ,做多,09:35:00,09:40:00,80.72,80.47,80.47,6144,6144,7547,495943.68,4.96,0.25,0.25,1523.07,3.26,3.07,-1525.91,-0.0100,-1.00,Stop Loss,152307.50,150781.59,是
2025-01-10,TQQQ,做空,09:35:00,15:55:00,78.41,76.77,78.64,6648,6648,7691,521269.68,4.54,0.23,0.23,1507.82,3.46,3.32,10899.40,0.0723,7.23,End of Day,150781.59,161680.98,是
2025-01-13,TQQQ,做空,09:35:00,09:40:00,74.01,74.24,74.24,7169,7169,8738,530577.69,4.51,0.23,0.23,1616.81,3.28,3.58,-1620.19,-0.0100,-1.00,Stop Loss,161680.98,160060.79,是
2025-01-14,TQQQ,做空,09:35:00,09:40:00,77.45,77.66,77.66,7513,7513,8266,581881.85,4.26,0.21,0.21,1600.61,3.64,3.76,-1604.29,-0.0100,-1.00,Stop Loss,160060.79,158456.50,是
2025-01-15,TQQQ,做多,09:35:00,15:55:00,79.46,80.89,79.24,7159,7159,7976,568854.14,4.43,0.22,0.22,1584.56,3.59,3.58,10233.79,0.0646,6.46,End of Day,158456.50,168690.29,是
2025-01-16,TQQQ,做空,09:35:00,09:40:00,81.26,81.48,81.48,7692,7692,8303,625051.92,4.39,0.22,0.22,1686.90,3.71,3.85,-1690.59,-0.0100,-1.00,Stop Loss,168690.29,166999.70,是
2025-01-17,TQQQ,做空,09:35:00,10:05:00,82.67,82.90,82.90,7349,7349,8080,607541.83,4.54,0.23,0.23,1670.00,3.64,3.67,-1673.47,-0.0100,-1.00,Stop Loss,166999.70,165326.22,是
2025-01-21,TQQQ,做空,09:35:00,12:35:00,84.22,84.44,84.44,7651,7651,7852,644367.22,4.32,0.22,0.22,1653.26,3.90,3.83,-1656.99,-0.0100,-1.00,Stop Loss,165326.22,163669.24,是
2025-01-22,TQQQ,做多,09:35:00,09:40:00,87.38,87.17,87.17,7492,7682,7492,654650.96,4.26,0.21,0.21,1636.69,4.00,3.75,-1599.81,-0.0098,-1.00,Stop Loss,163669.24,162069.43,是
2025-01-23,TQQQ,做多,09:35:00,09:55:00,86.64,86.43,86.43,7482,7786,7482,648240.48,4.16,0.21,0.21,1620.69,4.00,3.74,-1561.07,-0.0096,-1.00,Stop Loss,162069.43,160508.36,是
2025-01-24,TQQQ,做空,09:35:00,09:40:00,88.12,88.32,88.32,7285,8022,7285,641954.20,4.00,0.20,0.20,1605.08,4.00,3.64,-1461.16,-0.0091,-1.00,Stop Loss,160508.36,159047.20,是
2025-01-27,TQQQ,做多,09:35:00,11:20:00,78.90,78.68,78.68,7268,7268,8063,573445.20,4.38,0.22,0.22,1590.47,3.61,3.63,-1594.03,-0.0100,-1.00,Stop Loss,159047.20,157453.17,是
2025-01-28,TQQQ,做空,09:35:00,09:55:00,79.11,79.33,79.33,7110,7110,7961,562472.10,4.43,0.22,0.22,1574.53,3.57,3.56,-1577.91,-0.0100,-1.00,Stop Loss,157453.17,155875.26,是
2025-01-29,TQQQ,做空,09:35:00,09:40:00,82.19,82.40,82.40,7456,7456,7586,612808.64,4.18,0.21,0.21,1558.75,3.93,3.73,-1562.30,-0.0100,-1.00,Stop Loss,155875.26,154312.96,是
2025-01-30,TQQQ,做空,09:35:00,09:40:00,83.12,83.33,83.33,7287,7287,7426,605695.44,4.23,0.21,0.21,1543.13,3.93,3.64,-1546.67,-0.0100,-1.00,Stop Loss,154312.96,152766.29,是
2025-01-31,TQQQ,做多,09:35:00,09:40:00,85.35,85.14,85.14,7159,7272,7159,611020.65,4.20,0.21,0.21,1527.66,4.00,3.58,-1507.48,-0.0099,-1.00,Stop Loss,152766.29,151258.81,是
2025-02-03,TQQQ,做多,09:35:00,09:45:00,78.62,78.40,78.40,6970,6970,7695,547981.40,4.34,0.22,0.22,1512.59,3.62,3.48,-1515.97,-0.0100,-1.00,Stop Loss,151258.81,149742.84,是
2025-02-04,TQQQ,做多,09:35:00,15:55:00,81.24,83.68,81.03,6974,6974,7372,566567.76,4.29,0.21,0.21,1497.43,3.78,3.49,17013.07,0.1136,11.36,End of Day,149742.84,166755.91,是
2025-02-05,TQQQ,做空,09:35:00,09:40:00,82.29,82.50,82.50,8105,8127,8105,666960.45,4.10,0.21,0.21,1667.56,4.00,4.05,-1667.02,-0.0100,-1.00,Stop Loss,166755.91,165088.89,是
2025-02-06,TQQQ,做空,09:35:00,09:40:00,84.79,84.99,84.99,7788,8175,7788,660344.52,4.04,0.20,0.20,1650.89,4.00,3.89,-1576.51,-0.0095,-1.00,Stop Loss,165088.89,163512.37,是
2025-02-07,TQQQ,做多,09:35:00,09:55:00,86.93,86.73,86.73,7523,8078,7523,653974.39,4.05,0.20,0.20,1635.12,4.00,3.76,-1526.36,-0.0093,-1.00,Stop Loss,163512.37,161986.01,是
2025-02-10,TQQQ,做空,09:35:00,09:40:00,84.59,84.79,84.79,7659,7911,7659,647874.81,4.09,0.20,0.20,1619.86,4.00,3.83,-1572.01,-0.0097,-1.00,Stop Loss,161986.01,160414.00,是
2025-02-11,TQQQ,做多,09:35:00,12:00:00,84.88,84.68,84.68,7559,8176,7559,641607.92,3.92,0.20,0.20,1604.14,4.00,3.78,-1486.69,-0.0093,-1.00,Stop Loss,160414.00,158927.31,是
2025-02-12,TQQQ,做多,09:35:00,15:55:00,82.76,85.18,82.56,7681,7899,7681,635679.56,4.02,0.20,0.20,1589.27,4.00,3.84,18584.18,0.1169,12.03,End of Day,158927.31,177511.49,是
2025-02-13,TQQQ,做多,09:35:00,09:40:00,86.78,86.58,86.58,8182,8675,8182,710033.96,4.09,0.20,0.20,1775.11,4.00,4.09,-1678.19,-0.0095,-1.00,Stop Loss,177511.49,175833.30,是
2025-02-14,TQQQ,做多,09:35:00,09:40:00,88.88,88.70,88.70,7913,9986,7913,703307.44,3.52,0.18,0.18,1758.33,4.00,3.96,-1397.21,-0.0079,-1.00,Stop Loss,175833.30,174436.09,是
2025-02-18,TQQQ,做空,09:35:00,15:55:00,90.54,90.39,90.70,7706,10587,7706,697701.24,3.29,0.16,0.16,1744.36,4.00,3.85,1152.05,0.0066,0.91,End of Day,174436.09,175588.14,是
2025-02-19,TQQQ,做空,09:35:00,11:10:00,89.89,90.05,90.05,7813,10779,7813,702310.57,3.26,0.16,0.16,1755.88,4.00,3.91,-1276.59,-0.0073,-1.00,Stop Loss,175588.14,174311.55,是
2025-02-20,TQQQ,做空,09:35:00,09:40:00,89.63,89.79,89.79,7779,10733,7779,697231.77,3.25,0.16,0.16,1743.12,4.00,3.89,-1267.14,-0.0073,-1.00,Stop Loss,174311.55,173044.40,是
2025-02-21,TQQQ,做空,09:35:00,15:55:00,89.38,83.67,89.55,7744,10335,7744,692158.72,3.35,0.17,0.17,1730.44,4.00,3.87,44214.37,0.2555,34.10,End of Day,173044.40,217258.77,是
2025-02-24,TQQQ,做空,09:35:00,15:55:00,84.33,80.66,84.49,10305,13207,10305,869020.65,3.29,0.16,0.16,2172.59,4.00,5.15,37814.20,0.1741,22.31,End of Day,217258.77,255072.97,是
2025-02-25,TQQQ,做空,09:35:00,09:40:00,79.82,79.99,79.99,12782,14969,12782,1020259.24,3.41,0.17,0.17,2550.73,4.00,6.39,-2184.35,-0.0086,-1.00,Stop Loss,255072.97,252888.62,是
2025-02-26,TQQQ,做空,09:35:00,09:40:00,78.24,78.41,78.41,12928,14626,12928,1011486.72,3.46,0.17,0.17,2528.89,4.00,6.46,-2241.62,-0.0089,-1.00,Stop Loss,252888.62,250646.99,是
2025-02-27,TQQQ,做多,09:35:00,09:40:00,79.79,79.59,79.59,12565,12723,12565,1002561.35,3.94,0.20,0.20,2506.47,4.00,6.28,-2481.59,-0.0099,-1.00,Stop Loss,250646.99,248165.41,是
2025-02-28,TQQQ,做空,09:35:00,09:40:00,70.13,70.33,70.33,12538,12538,14154,879289.94,3.96,0.20,0.20,2481.65,3.54,6.27,-2487.90,-0.0100,-1.00,Stop Loss,248165.41,245677.51,是
2025-03-03,TQQQ,做多,09:35:00,09:40:00,76.71,76.49,76.49,11358,11358,12810,871272.18,4.33,0.22,0.22,2456.78,3.55,5.68,-2462.25,-0.0100,-1.00,Stop Loss,245677.51,243215.26,是
2025-03-04,TQQQ,做空,09:35:00,09:40:00,68.42,68.65,68.65,10422,10422,14218,713073.24,4.67,0.23,0.23,2432.15,2.93,5.21,-2437.26,-0.0100,-1.00,Stop Loss,243215.26,240778.00,是
2025-03-05,TQQQ,做空,09:35:00,09:40:00,69.51,69.75,69.75,10057,10057,13855,699062.07,4.79,0.24,0.24,2407.78,2.90,5.03,-2412.60,-0.0100,-1.00,Stop Loss,240778.00,238365.40,是
2025-03-06,TQQQ,做空,09:35:00,09:40:00,68.06,68.31,68.31,9521,9521,14009,647999.26,5.01,0.25,0.25,2383.65,2.72,4.76,-2388.41,-0.0100,-1.00,Stop Loss,238365.40,235976.98,是
2025-03-07,TQQQ,做多,09:35:00,10:15:00,66.18,65.92,65.92,8972,8972,14262,593766.96,5.26,0.26,0.26,2359.77,2.52,4.49,-2364.12,-0.0100,-1.00,Stop Loss,235976.98,233612.86,是
2025-03-10,TQQQ,做空,09:35:00,09:40:00,63.36,63.65,63.65,8056,8056,14748,510428.16,5.80,0.29,0.29,2336.13,2.18,4.03,-2339.98,-0.0100,-1.00,Stop Loss,233612.86,231272.88,是
2025-03-11,TQQQ,做多,09:35:00,10:00:00,59.41,59.11,59.11,7758,7758,15571,460902.78,5.96,0.30,0.30,2312.73,1.99,3.88,-2316.59,-0.0100,-1.00,Stop Loss,231272.88,228956.29,是
2025-03-12,TQQQ,做多,09:35:00,09:40:00,62.30,62.00,62.00,7686,7686,14700,478837.80,5.96,0.30,0.30,2289.56,2.09,3.84,-2293.17,-0.0100,-1.00,Stop Loss,228956.29,226663.11,是
2025-03-13,TQQQ,做空,09:35:00,15:55:00,60.74,57.78,61.03,7815,7815,14926,474683.10,5.80,0.29,0.29,2266.63,2.09,3.91,23128.49,0.1020,10.21,End of Day,226663.11,249791.61,是
2025-03-14,TQQQ,做多,09:35:00,10:00:00,60.40,60.11,60.11,8624,8624,16542,520889.60,5.79,0.29,0.29,2497.92,2.09,4.31,-2502.19,-0.0100,-1.00,Stop Loss,249791.61,247289.42,是
2025-03-17,TQQQ,做多,09:35:00,09:50:00,62.40,62.12,62.12,8726,8726,15851,544502.40,5.67,0.28,0.28,2472.89,2.20,4.36,-2477.25,-0.0100,-1.00,Stop Loss,247289.42,244812.17,是
2025-03-18,TQQQ,做空,09:35:00,15:55:00,61.24,59.91,61.52,8606,8606,15990,527031.44,5.69,0.28,0.28,2448.12,2.15,4.30,11441.68,0.0467,4.68,End of Day,244812.17,256253.84,是
2025-03-19,TQQQ,做空,09:35:00,09:50:00,60.53,60.80,60.80,9571,9571,16934,579332.63,5.35,0.27,0.27,2562.54,2.26,4.79,-2567.08,-0.0100,-1.00,Stop Loss,256253.84,253686.76,是
2025-03-20,TQQQ,做多,09:35:00,13:25:00,61.41,61.15,61.15,9714,9714,16524,596536.74,5.22,0.26,0.26,2536.87,2.35,4.86,-2541.60,-0.0100,-1.00,Stop Loss,253686.76,251145.17,是
2025-03-24,TQQQ,做空,09:35:00,09:40:00,64.86,65.09,65.09,10754,10754,15488,697504.44,4.67,0.23,0.23,2511.45,2.78,5.38,-2516.82,-0.0100,-1.00,Stop Loss,251145.17,248628.35,是
2025-03-25,TQQQ,做多,09:35:00,09:40:00,66.49,66.27,66.27,11323,11323,14957,752866.27,4.39,0.22,0.22,2486.28,3.03,5.66,-2491.87,-0.0100,-1.00,Stop Loss,248628.35,246136.48,是
2025-03-26,TQQQ,做空,09:35:00,09:40:00,66.53,66.74,66.74,11647,11647,14798,774874.91,4.23,0.21,0.21,2461.36,3.15,5.82,-2467.08,-0.0100,-1.00,Stop Loss,246136.48,243669.39,是
2025-03-27,TQQQ,做空,09:35:00,09:45:00,62.30,62.50,62.50,12069,12069,15644,751898.70,4.04,0.20,0.20,2436.69,3.09,6.03,-2442.68,-0.0100,-1.00,Stop Loss,243669.39,241226.71,是
2025-03-28,TQQQ,做空,09:35:00,09:40:00,61.09,61.28,61.28,12914,12914,15794,788916.26,3.74,0.19,0.19,2412.27,3.27,6.46,-2418.61,-0.0100,-1.00,Stop Loss,241226.71,238808.11,是
2025-03-31,TQQQ,做空,09:35:00,09:40:00,53.55,53.74,53.74,12758,12758,17838,683190.90,3.74,0.19,0.19,2388.08,2.86,6.38,-2394.40,-0.0100,-1.00,Stop Loss,238808.11,236413.70,是
2025-04-01,TQQQ,做空,09:35:00,09:40:00,56.58,56.77,56.77,12664,12664,16713,716529.12,3.73,0.19,0.19,2364.14,3.03,6.33,-2370.43,-0.0100,-1.00,Stop Loss,236413.70,234043.27,是
2025-04-02,TQQQ,做多,09:35:00,15:55:00,57.00,59.93,56.81,12304,12304,16424,701328.00,3.80,0.19,0.19,2340.43,3.00,6.15,36044.57,0.1540,15.40,End of Day,234043.27,270087.84,是
2025-04-03,TQQQ,做多,09:35:00,09:40:00,53.66,53.45,53.45,12898,12898,20133,692106.68,4.19,0.21,0.21,2700.88,2.56,6.45,-2707.20,-0.0100,-1.00,Stop Loss,270087.84,267380.64,是
2025-04-04,TQQQ,做多,09:35:00,09:40:00,46.10,45.87,45.87,11558,11558,23200,532823.80,4.63,0.23,0.23,2673.81,1.99,5.78,-2679.39,-0.0100,-1.00,Stop Loss,267380.64,264701.25,是
2025-04-07,TQQQ,做空,09:35:00,09:45:00,36.62,36.88,36.88,10217,10217,28913,374146.54,5.18,0.26,0.26,2647.01,1.41,5.11,-2652.04,-0.0100,-1.00,Stop Loss,264701.25,262049.21,是
2025-04-08,TQQQ,做多,09:35:00,09:40:00,45.52,45.24,45.24,9376,9376,23027,426795.52,5.59,0.28,0.28,2620.49,1.63,4.69,-2624.95,-0.0100,-1.00,Stop Loss,262049.21,259424.26,是
2025-04-09,TQQQ,做多,09:35:00,10:55:00,39.21,38.89,38.89,8100,8100,26465,317601.00,6.41,0.32,0.32,2594.24,1.22,4.05,-2598.08,-0.0100,-1.00,Stop Loss,259424.26,256826.19,是
2025-04-10,TQQQ,做多,09:35:00,09:40:00,48.94,48.59,48.59,7380,7380,20991,361177.20,6.96,0.35,0.35,2568.26,1.41,3.69,-2571.67,-0.0100,-1.00,Stop Loss,256826.19,254254.52,是
2025-04-11,TQQQ,做空,09:35:00,09:40:00,45.66,46.01,46.01,7295,7295,22273,333089.70,6.97,0.35,0.35,2542.55,1.31,3.65,-2545.96,-0.0100,-1.00,Stop Loss,254254.52,251708.57,是
2025-04-14,TQQQ,做空,09:35:00,15:55:00,51.49,49.59,51.85,7028,7028,19553,361871.72,7.16,0.36,0.36,2517.09,1.44,3.51,13349.69,0.0530,5.31,End of Day,251708.57,265058.25,是
2025-04-15,TQQQ,做多,09:35:00,10:15:00,50.19,49.84,49.84,7591,7591,21124,380992.29,6.98,0.35,0.35,2650.58,1.44,3.80,-2654.14,-0.0100,-1.00,Stop Loss,265058.25,262404.11,是
2025-04-16,TQQQ,做多,09:35:00,09:50:00,47.16,46.80,46.80,7211,7211,22256,340070.76,7.28,0.36,0.36,2624.04,1.30,3.61,-2627.64,-0.0100,-1.00,Stop Loss,262404.11,259776.48,是
2025-04-17,TQQQ,做空,09:35:00,09:50:00,45.46,45.81,45.81,7383,7383,22857,335631.18,7.04,0.35,0.35,2597.76,1.29,3.69,-2601.19,-0.0100,-1.00,Stop Loss,259776.48,257175.29,是
2025-04-21,TQQQ,做多,09:35:00,09:40:00,43.54,43.19,43.19,7284,7284,23626,317145.36,7.06,0.35,0.35,2571.75,1.23,3.64,-2575.15,-0.0100,-1.00,Stop Loss,257175.29,254600.13,是
2025-04-22,TQQQ,做空,09:35:00,09:40:00,43.18,43.54,43.54,7158,7158,23585,309082.44,7.11,0.36,0.36,2546.00,1.21,3.58,-2549.53,-0.0100,-1.00,Stop Loss,254600.13,252050.61,是
2025-04-23,TQQQ,做多,09:35:00,11:20:00,49.54,49.18,49.18,7039,7039,20351,348712.06,7.16,0.36,0.36,2520.51,1.38,3.52,-2523.73,-0.0100,-1.00,Stop Loss,252050.61,249526.88,是
2025-04-24,TQQQ,做多,09:35:00,15:55:00,48.81,52.14,48.47,7383,7383,20448,360364.23,6.76,0.34,0.34,2495.27,1.44,3.69,24581.70,0.0985,9.85,End of Day,249526.88,274108.57,是
2025-04-25,TQQQ,做多,09:35:00,09:45:00,52.24,51.93,51.93,8726,8726,20988,455846.24,6.28,0.31,0.31,2741.09,1.66,4.36,-2745.26,-0.0100,-1.00,Stop Loss,274108.57,271363.31,是
2025-04-28,TQQQ,做空,09:35:00,09:40:00,53.60,53.88,53.88,9603,9603,20250,514720.80,5.65,0.28,0.28,2713.63,1.90,4.80,-2718.33,-0.0100,-1.00,Stop Loss,271363.31,268644.98,是
2025-04-29,TQQQ,做多,09:35:00,09:40:00,53.21,52.95,52.95,10483,10483,20195,557800.43,5.12,0.26,0.26,2686.45,2.08,5.24,-2691.51,-0.0100,-1.00,Stop Loss,268644.98,265953.47,是
2025-04-30,TQQQ,做空,09:35:00,10:30:00,51.91,52.13,52.13,11977,11977,20493,621726.07,4.44,0.22,0.22,2659.53,2.34,5.99,-2665.31,-0.0100,-1.00,Stop Loss,265953.47,263288.16,是
2025-05-01,TQQQ,做空,09:35:00,09:45:00,57.29,57.49,57.49,13374,13374,18382,766196.46,3.94,0.20,0.20,2632.88,2.91,6.69,-2639.45,-0.0100,-1.00,Stop Loss,263288.16,260648.70,是
2025-05-02,TQQQ,做空,09:35:00,09:40:00,58.61,58.80,58.80,13495,13495,17788,790941.95,3.86,0.19,0.19,2606.49,3.03,6.75,-2613.21,-0.0100,-1.00,Stop Loss,260648.70,258035.49,是
2025-05-05,TQQQ,做多,09:35:00,09:40:00,58.10,57.91,57.91,13923,13923,17764,808926.30,3.71,0.19,0.19,2580.35,3.13,6.96,-2587.19,-0.0100,-1.00,Stop Loss,258035.49,255448.30,是
2025-05-06,TQQQ,做多,09:35:00,09:45:00,56.40,56.21,56.21,13577,13577,18116,765742.80,3.76,0.19,0.19,2554.48,3.00,6.79,-2561.20,-0.0100,-1.00,Stop Loss,255448.30,252887.10,是
2025-05-07,TQQQ,做空,09:35:00,09:40:00,56.97,57.15,57.15,14377,14377,17755,819057.69,3.52,0.18,0.18,2528.87,3.24,7.19,-2536.00,-0.0100,-1.00,Stop Loss,252887.10,250351.10,是
2025-05-08,TQQQ,做空,09:35:00,09:40:00,58.78,58.96,58.96,13850,13850,17036,814103.00,3.62,0.18,0.18,2503.51,3.25,6.92,-2510.31,-0.0100,-1.00,Stop Loss,250351.10,247840.78,是
2025-05-09,TQQQ,做多,09:35:00,09:40:00,60.10,59.93,59.93,14569,14569,16495,875596.90,3.40,0.17,0.17,2478.41,3.53,7.28,-2485.58,-0.0100,-1.00,Stop Loss,247840.78,245355.21,是
2025-05-12,TQQQ,做空,09:35:00,09:50:00,64.84,65.02,65.02,13558,13558,15136,879100.72,3.62,0.18,0.18,2453.55,3.58,6.78,-2460.29,-0.0100,-1.00,Stop Loss,245355.21,242894.92,是
2025-05-13,TQQQ,做多,09:35:00,15:55:00,66.98,69.16,66.81,13982,13982,14505,936514.36,3.47,0.17,0.17,2428.95,3.86,6.99,30473.77,0.1255,12.55,End of Day,242894.92,273368.68,是
2025-05-14,TQQQ,做多,09:35:00,09:40:00,70.41,70.25,70.25,15530,16679,15530,1093467.30,3.28,0.16,0.16,2733.69,4.00,7.77,-2553.02,-0.0093,-1.00,Stop Loss,273368.68,270815.66,是
2025-05-15,TQQQ,做多,09:35:00,09:40:00,69.77,69.61,69.61,15526,16462,15526,1083249.02,3.29,0.16,0.16,2708.16,4.00,7.76,-2561.79,-0.0095,-1.00,Stop Loss,270815.66,268253.87,是
2025-05-16,TQQQ,做空,09:35:00,09:50:00,70.73,70.89,70.89,15170,16717,15170,1072974.10,3.21,0.16,0.16,2682.54,4.00,7.58,-2441.83,-0.0091,-1.00,Stop Loss,268253.87,265812.05,是
2025-05-19,TQQQ,做多,09:35:00,15:55:00,68.91,71.62,68.75,15429,16172,15429,1063212.39,3.29,0.16,0.16,2658.12,4.00,7.71,41804.88,0.1573,16.49,End of Day,265812.05,307616.92,是
2025-05-20,TQQQ,做多,09:35:00,09:40:00,70.66,70.51,70.51,17413,19965,17413,1230402.58,3.08,0.15,0.15,3076.17,4.00,8.71,-2691.55,-0.0087,-1.00,Stop Loss,307616.92,304925.37,是
2025-05-21,TQQQ,做多,09:35:00,13:20:00,69.64,69.48,69.48,17514,19452,17514,1219674.96,3.13,0.16,0.16,3049.25,4.00,8.76,-2754.08,-0.0090,-1.00,Stop Loss,304925.37,302171.29,是
2025-05-22,TQQQ,做空,09:35:00,09:40:00,67.70,67.85,67.85,17853,19851,17853,1208648.10,3.04,0.15,0.15,3021.71,4.00,8.93,-2726.41,-0.0090,-1.00,Stop Loss,302171.29,299444.88,是
2025-05-23,TQQQ,做多,09:35:00,09:40:00,65.67,65.51,65.51,18239,18947,18239,1197755.13,3.16,0.16,0.16,2994.45,4.00,9.12,-2891.53,-0.0097,-1.00,Stop Loss,299444.88,296553.35,是
